Image_Number,Master_Run_Number,PC_Time,GPS_Time,UTC_Time,Pressure(hPa),North(mm),East(mm),Down(mm),Distance(mm),H_RTK_Accuracy(mm),V_RTK_Accuracy(mm),N_SATS_RTK,Flags,Latitude(deg),Longitude(deg),Height(m),H_Accuracy(mm),V_Accuracy(mm),N_Sats
25,29,2021-08-06 16:28:13.418327,2021-08-06 08:28:30.700000,2021-8-6 8:28:12.699999926,1300,35,-9447,-1019,9501.86271212124,129,333,15,4,1.284711441170093,103.81159455241598,37.656699179182134,775,2054,15
25,29,2021-08-06 16:28:13.521424,2021-08-06 08:28:30.800000,2021-8-6 8:28:12.799999925,1300,50,-9544,-1021,9598.587239797323,140,362,15,4,1.284711556690599,103.81159368383888,37.65115893371259,935,2483,15
25,29,2021-08-06 16:28:13.621260,2021-08-06 08:28:30.900000,2021-8-6 8:28:12.899999924,1300,76,-9651,-1027,9705.787242671251,145,377,15,4,1.2847117285930945,103.81159273396729,37.65714399200186,826,2194,15
25,29,2021-08-06 16:28:13.792392,2021-08-06 08:28:31.000000,2021-8-6 8:28:12.999999925,1300,96,-9733,-1045,9789.40907307484,137,356,15,4,1.2847119310051596,103.81159198018116,37.67330033507303,776,2066,15
25,29,2021-08-06 16:28:13.959193,2021-08-06 08:28:31.100000,2021-8-6 8:28:13.099999923,1300,112,-9837,-1039,9892.352298619373,134,342,15,4,1.284712011114524,103.81159107369476,37.66874582939308,801,2135,15
25,29,2021-08-06 16:28:13.967833,2021-08-06 08:28:31.200000,2021-8-6 8:28:13.199999924,1300,134,-9936,-1028,9989.936736536423,130,330,14,4,1.2847121745620516,103.81159017932238,37.65905562245389,753,2007,15
25,29,2021-08-06 16:28:14.026131,2021-08-06 08:28:31.300000,2021-8-6 8:28:13.299999923,1300,136,-10030,-1042,10084.897619708392,77,193,13,4,1.2847122343322186,103.8115892820642,37.68420778924105,708,1885,14
25,29,2021-08-06 16:28:14.117125,2021-08-06 08:28:31.400000,2021-8-6 8:28:13.399999923,1300,152,-10123,-1046,10178.032668448259,88,219,13,4,1.2847123881744442,103.81158837156771,37.703568020598006,707,1882,14
26,30,2021-08-06 16:28:14.221458,2021-08-06 08:28:31.500000,2021-8-6 8:28:13.499999924,1300,170,-10209,-1066,10265.91140620257,72,179,13,4,1.2847125838913374,103.81158751032454,37.72217093744398,821,2188,14
26,30,2021-08-06 16:28:14.329373,2021-08-06 08:28:31.600000,2021-8-6 8:28:13.599999923,1300,194,-10295,-1054,10350.631719851692,82,203,13,4,1.28471281927367,103.81158667130342,37.71097302984206,706,1881,14
26,30,2021-08-06 16:28:14.416847,2021-08-06 08:28:31.700000,2021-8-6 8:28:13.699999922,1300,229,-10386,-1061,10442.564723285175,82,203,13,4,1.2847131336431314,103.81158577437758,37.720650859710794,697,1857,14
26,30,2021-08-06 16:28:14.637663,2021-08-06 08:28:31.800000,2021-8-6 8:28:13.799999923,1300,258,-10466,-1061,10522.805757021271,89,221,13,4,1.284713413536639,103.81158498048084,37.71073966767954,732,1950,14
26,30,2021-08-06 16:28:14.644672,2021-08-06 08:28:31.900000,2021-8-6 8:28:13.899999922,1300,277,-10548,-1070,10605.749997053485,84,206,13,4,1.2847135497664508,103.81158416385911,37.73542885221448,831,2214,13
26,30,2021-08-06 16:28:14.783673,2021-08-06 08:28:32.000000,2021-8-6 8:28:13.999999921,1300,296,-10634,-1064,10691.195817119804,107,263,13,4,1.2847137072339407,103.81158331998067,37.72943181422937,878,2340,13
26,30,2021-08-06 16:28:14.885284,2021-08-06 08:28:32.100000,2021-8-6 8:28:14.099999920,1300,312,-10728,-1081,10786.838693519061,82,203,13,4,1.2847138359833317,103.81158243263035,37.743253049365954,808,2154,13
26,30,2021-08-06 16:28:14.906050,2021-08-06 08:28:32.200000,2021-8-6 8:28:14.199999921,1300,331,-10804,-1060,10860.91971243688,82,202,13,4,1.2847139453203762,103.81158167534822,37.723547478509275,819,2183,13
26,30,2021-08-06 16:28:15.019094,2021-08-06 08:28:32.300000,2021-8-6 8:28:14.299999920,1300,343,-10890,-1061,10946.938841520949,76,184,13,4,1.284714022354327,103.81158087191521,37.72398147428308,748,1992,13
26,30,2021-08-06 16:28:15.116322,2021-08-06 08:28:32.400000,2021-8-6 8:28:14.399999919,1300,353,-10952,-1054,11008.261851900144,85,207,13,4,1.2847141097783863,103.81158026309637,37.717127627067754,899,2393,13
26,30,2021-08-06 16:28:15.224300,2021-08-06 08:28:32.500000,2021-8-6 8:28:14.499999918,1300,371,-11035,-1048,11090.859750262825,83,202,13,4,1.2847142672179344,103.81157952708043,37.70986276934353,841,2239,13
26,30,2021-08-06 16:28:15.327238,2021-08-06 08:28:32.600000,2021-8-6 8:28:14.599999919,1300,387,-11104,-1043,11159.589329361543,84,205,13,4,1.2847144449063046,103.81157890965373,37.69823422234534,833,2218,13
26,30,2021-08-06 16:28:15.449236,2021-08-06 08:28:32.700000,2021-8-6 8:28:14.699999918,1300,417,-11169,-1059,11226.839760146218,95,233,13,4,1.2847147509824561,103.81157831537541,37.70554461088285,940,2501,13
26,30,2021-08-06 16:28:15.523979,2021-08-06 08:28:32.800000,2021-8-6 8:28:14.799999917,1300,449,-11232,-1045,11289.439755807194,106,259,13,4,1.284715049292179,103.81157770883927,37.69173991076116,1096,2916,13
26,30,2021-08-06 16:28:15.651768,2021-08-06 08:28:32.900000,2021-8-6 8:28:14.899999918,1300,478,-11285,-1069,11345.592536311182,85,220,12,4,1.2847153077261693,103.8115772445019,37.68381514792318,808,2156,13
26,30,2021-08-06 16:28:15.951865,2021-08-06 08:28:33.000000,2021-8-6 8:28:14.999999919,1300,511,-11340,-1052,11400.150218308529,78,201,12,4,1.2847156379297466,103.81157676914843,37.64998121733669,743,1986,13
26,30,2021-08-06 16:28:15.976379,2021-08-06 08:28:33.100000,2021-8-6 8:28:15.099999918,1300,544,-11400,-1051,11461.262452278108,105,273,12,4,1.2847159794721825,103.81157624155608,37.63640554453808,809,2168,13
26,30,2021-08-06 16:28:15.984429,2021-08-06 08:28:33.200000,2021-8-6 8:28:15.199999916,1300,585,-11436,-1081,11501.864283671583,93,251,12,4,1.284716343983479,103.81157597979158,37.645336997632214,956,2566,12
26,30,2021-08-06 16:28:16.048443,2021-08-06 08:28:33.300000,2021-8-6 8:28:15.299999917,1300,619,-11472,-1106,11541.801462510088,89,246,12,4,1.284716716558155,103.81157566965395,37.65761317101463,778,2094,12
26,30,2021-08-06 16:28:16.115601,2021-08-06 08:28:33.400000,2021-8-6 8:28:15.399999914,1300,662,-11502,-1107,11574.095947416368,95,263,13,4,1.2847170638159773,103.81157545157058,37.65982859281449,1096,2955,13
27,31,2021-08-06 16:28:16.216721,2021-08-06 08:28:33.500000,2021-8-6 8:28:15.499999915,1300,705,-11523,-1122,11598.941244786094,107,294,13,4,1.2847174277188607,103.81157533827701,37.667181080219464,1264,3417,13
27,31,2021-08-06 16:28:16.328132,2021-08-06 08:28:33.600000,2021-8-6 8:28:15.599999914,1300,748,-11540,-1094,11615.848656038868,88,243,13,4,1.284717793640333,103.81157529672068,37.63884511006021,1127,3053,13
27,31,2021-08-06 16:28:16.413747,2021-08-06 08:28:33.700000,2021-8-6 8:28:15.699999914,1300,785,-11569,-1103,11647.943809960623,103,282,13,4,1.2847181424977783,103.81157509234818,37.64846359210475,977,2653,13
27,31,2021-08-06 16:28:16.616474,2021-08-06 08:28:33.800000,2021-8-6 8:28:15.799999915,1300,835,-11589,-1114,11672.323761787968,107,313,11,4,1.284718637465105,103.81157494003374,37.65773212225039,914,2490,11
27,31,2021-08-06 16:28:16.617439,2021-08-06 08:28:33.900000,2021-8-6 8:28:15.899999918,1300,872,-11580,-1078,11662.712720460879,105,307,11,4,1.2847190689656731,103.81157496297769,37.63854894330085,670,1832,11
27,31,2021-08-06 16:28:16.764329,2021-08-06 08:28:34.000000,2021-8-6 8:28:15.999999918,1300,909,-11578,-1073,11663.091099704228,103,290,11,4,1.2847194617965092,103.81157497400547,37.616606661718706,809,2214,11
27,31,2021-08-06 16:28:16.844242,2021-08-06 08:28:34.100000,2021-8-6 8:28:16.099999917,1300,954,-11590,-1094,11680.54159703222,99,281,11,4,1.2847199265676623,103.81157486364252,37.62291801936061,670,1834,11
27,31,2021-08-06 16:28:16.873291,2021-08-06 08:28:34.200000,2021-8-6 8:28:16.199999916,1300,998,-11596,-1118,11692.43960856758,75,218,11,4,1.2847204053075247,103.81157483289988,37.62231818841864,771,2112,11
27,31,2021-08-06 16:28:17.009719,2021-08-06 08:28:34.300000,2021-8-6 8:28:16.299999916,1300,1054,-11582,-1126,11684.242209060885,76,222,10,4,1.2847210115445855,103.8115750186358,37.59367065588689,950,2611,10
27,31,2021-08-06 16:28:17.099038,2021-08-06 08:28:34.400000,2021-8-6 8:28:16.399999917,1300,1105,-11578,-1146,11686.933943511445,90,233,9,4,1.2847215133288452,103.81157504239586,37.579094354696466,623,1705,9
27,31,2021-08-06 16:28:17.208247,2021-08-06 08:28:34.500000,2021-8-6 8:28:16.499999917,1300,1147,-11563,-1141,11675.635271795707,72,185,9,4,1.2847219508656726,103.81157510838233,37.56359159523507,707,1929,9
27,31,2021-08-06 16:28:17.315967,2021-08-06 08:28:34.600000,2021-8-6 8:28:16.599999916,1300,1186,-11542,-1154,11660.020411645943,74,192,9,4,1.2847223779353103,103.81157523056396,37.56291679011415,773,2103,9
27,31,2021-08-06 16:28:17.402715,2021-08-06 08:28:34.700000,2021-8-6 8:28:16.699999915,1300,1222,-11516,-1171,11639.707083943307,77,198,9,4,1.284722795957466,103.81157539376085,37.56913399301009,777,2108,9
27,31,2021-08-06 16:28:17.509577,2021-08-06 08:28:34.800000,2021-8-6 8:28:16.799999915,1300,1255,-11491,-1167,11618.089128595975,81,209,9,4,1.2847231734755227,103.81157554045623,37.55583213328691,748,2024,9
27,31,2021-08-06 16:28:17.573348,2021-08-06 08:28:34.900000,2021-8-6 8:28:16.899999914,1300,1287,-11476,-1157,11605.75693352226,95,244,9,4,1.2847235487514699,103.81157563293334,37.53943236871051,690,1860,9
27,31,2021-08-06 16:28:17.713682,2021-08-06 08:28:35.000000,2021-8-6 8:28:16.999999914,1300,1323,-11463,-1157,11596.954212205892,97,250,9,4,1.2847239621664568,103.81157570303868,37.529424510025315,630,1695,9
27,31,2021-08-06 16:28:17.866598,2021-08-06 08:28:35.100000,2021-8-6 8:28:17.099999913,1300,1357,-11447,-1171,11586.4791459701,86,222,10,4,1.2847243954631429,103.81157576565742,37.51961716564851,1188,3189,10
27,31,2021-08-06 16:28:17.878646,2021-08-06 08:28:35.200000,2021-8-6 8:28:17.199999915,1300,1379,-11420,-1165,11561.802022176302,81,212,10,4,1.284724710107642,103.8115759161991,37.49095704603789,1196,3202,10
27,31,2021-08-06 16:28:18.009160,2021-08-06 08:28:35.300000,2021-8-6 8:28:17.299999915,1300,1398,-11391,-1154,11534.340076484654,74,192,10,4,1.284724938773336,103.81157613340766,37.46631808368975,963,2571,10
27,31,2021-08-06 16:28:18.107194,2021-08-06 08:28:35.400000,2021-8-6 8:28:17.399999914,1300,1404,-11355,-1143,11498.42119597295,255,424,9,4,1.284725071377727,103.81157646657519,37.465974644456054,977,2561,10
28,32,2021-08-06 16:28:18.219164,2021-08-06 08:28:35.500000,2021-8-6 8:28:17.499999913,1300,1400,-11324,-1115,11464.562835101913,200,326,9,4,1.2847251277088623,103.81157686273295,37.45931065474211,830,2140,10
28,32,2021-08-06 16:28:18.325513,2021-08-06 08:28:35.600000,2021-8-6 8:28:17.599999912,1300,1387,-11273,-1100,11411.147970296415,229,368,12,4,1.2847251321335824,103.81157751702042,37.44052083950698,1004,2542,14
28,32,2021-08-06 16:28:18.371291,2021-08-06 08:28:35.700000,2021-8-6 8:28:17.699999915,1300,1366,-11222,-1105,11358.7087734478,253,401,12,4,1.2847250936177035,103.81157815353946,37.43245748662911,1096,2727,14
28,32,2021-08-06 16:28:18.635029,2021-08-06 08:28:35.800000,2021-8-6 8:28:17.799999914,1300,1334,-11174,-1112,11308.155287225234,222,348,11,4,1.2847248780277498,103.81157861404719,37.447916475488974,894,2182,13
28,32,2021-08-06 16:28:18.643008,2021-08-06 08:28:35.900000,2021-8-6 8:28:17.899999913,1300,1298,-11131,-1110,11261.263916630318,212,330,11,4,1.2847245669589782,103.81157898512356,37.45494929180678,930,2230,13
28,32,2021-08-06 16:28:18.853896,2021-08-06 08:28:36.000000,2021-8-6 8:28:17.999999912,1300,1252,-11102,-1109,11227.278788735943,209,322,11,4,1.2847241998614698,103.81157930483373,37.48035413594504,933,2200,13
28,32,2021-08-06 16:28:18.875457,2021-08-06 08:28:36.100000,2021-8-6 8:28:18.099999912,1300,1216,-11074,-1110,11195.723826533058,218,333,11,4,1.2847239182447978,103.8115795590262,37.500662322715215,902,2093,13
28,32,2021-08-06 16:28:18.910882,2021-08-06 08:28:36.200000,2021-8-6 8:28:18.199999914,1300,1195,-11043,-1123,11164.094365419884,238,378,12,4,1.2847237190416876,103.81157976897386,37.519543161010986,953,2118,12
28,32,2021-08-06 16:28:19.009999,2021-08-06 08:28:36.300000,2021-8-6 8:28:18.299999913,1300,1185,-11007,-1128,11127.922447608988,232,367,12,4,1.2847236224995322,103.81158013930673,37.55787558598448,1021,2184,12
28,32,2021-08-06 16:28:19.107726,2021-08-06 08:28:36.400000,2021-8-6 8:28:18.399999912,1300,1174,-10978,-1123,11097.562299892712,225,354,12,4,1.2847234848348166,103.81158043890895,37.58677144800686,1103,2281,12
28,32,2021-08-06 16:28:19.212922,2021-08-06 08:28:36.500000,2021-8-6 8:28:18.499999911,1300,1159,-10955,-1123,11073.230558423318,231,360,12,4,1.284723319928035,103.81158069052233,37.62316767537908,1050,2107,12
28,32,2021-08-06 16:28:19.323598,2021-08-06 08:28:36.600000,2021-8-6 8:28:18.599999910,1300,1134,-10948,-1118,11063.208576177167,247,382,12,4,1.2847230797725215,103.81158076856504,37.64778278913946,1087,2121,12
28,32,2021-08-06 16:28:19.385819,2021-08-06 08:28:36.700000,2021-8-6 8:28:18.699999910,1300,1105,-10937,-1109,11048.478402024417,265,408,12,4,1.284722792140336,103.81158084761366,37.670200401584275,1061,2018,13
28,32,2021-08-06 16:28:19.517473,2021-08-06 08:28:36.800000,2021-8-6 8:28:18.799999913,1300,1067,-10935,-1094,11041.265778886042,269,412,12,4,1.2847224254879142,103.81158085426021,37.687324055395806,1097,2039,13
28,32,2021-08-06 16:28:19.612227,2021-08-06 08:28:36.900000,2021-8-6 8:28:18.899999912,1300,1034,-10922,-1102,11026.04389615786,246,374,12,4,1.2847220935878996,103.81158094775708,37.71210862788855,1233,2244,13
28,32,2021-08-06 16:28:19.775496,2021-08-06 08:28:37.000000,2021-8-6 8:28:18.999999911,1300,1000,-10909,-1098,11009.626923742693,237,358,12,4,1.2847217334180758,103.81158104436206,37.7341727892849,1263,2253,13
28,32,2021-08-06 16:28:19.869021,2021-08-06 08:28:37.100000,2021-8-6 8:28:19.099999910,1300,966,-10899,-1103,10997.179911231788,248,373,12,4,1.2847213613226152,103.81158112060639,37.77165038865454,1384,2426,13
28,32,2021-08-06 16:28:19.908148,2021-08-06 08:28:37.200000,2021-8-6 8:28:19.199999909,1300,931,-10879,-1127,10976.772339809184,173,269,13,4,1.2847210238099602,103.81158124014686,37.81594283064807,1415,2439,13
28,32,2021-08-06 16:28:20.020325,2021-08-06 08:28:37.300000,2021-8-6 8:28:19.299999908,1300,897,-10875,-1129,10970.181174438278,156,243,14,4,1.284720691559052,103.8115811548555,37.83819594900761,1528,2590,14
28,32,2021-08-06 16:28:20.084090,2021-08-06 08:28:37.400000,2021-8-6 8:28:19.399999911,1300,868,-10867,-1126,10959.607155368298,151,235,14,4,1.2847204134958958,103.81158119217568,37.87715948767384,1567,2616,14
29,33,2021-08-06 16:28:20.221948,2021-08-06 08:28:37.500000,2021-8-6 8:28:19.499999910,1300,828,-10857,-1166,10950.780291833089,170,263,14,4,1.2847200295376149,103.81158123194508,37.95265681037575,1538,2532,14
29,33,2021-08-06 16:28:20.322915,2021-08-06 08:28:37.600000,2021-8-6 8:28:19.599999909,1300,787,-10876,-1168,10966.812162155418,170,261,14,4,1.284719624462564,103.81158101053208,37.991358688806436,1631,2649,14
29,33,2021-08-06 16:28:20.385721,2021-08-06 08:28:37.700000,2021-8-6 8:28:19.699999908,1300,764,-10904,-1140,10990.018744297027,162,249,14,4,1.2847193653188715,103.81158076311803,38.02395261220673,1681,2698,14
29,33,2021-08-06 16:28:20.642514,2021-08-06 08:28:37.800000,2021-8-6 8:28:19.799999908,1300,739,-10928,-1132,11011.300059484347,158,242,15,4,1.2847189688217096,103.81158004266464,38.017025384487106,1700,2756,15
29,33,2021-08-06 16:28:20.648496,2021-08-06 08:28:37.900000,2021-8-6 8:28:19.899999909,1300,706,-10937,-1175,11022.569119765138,172,262,15,4,1.2847185691676593,103.81157946641429,38.05650517631896,1624,2656,15
29,33,2021-08-06 16:28:20.866737,2021-08-06 08:28:38.000000,2021-8-6 8:28:19.999999908,1300,675,-10953,-1178,11036.825539982046,132,207,15,4,1.2847181656005675,103.8115788623885,38.066158032955414,1363,2256,15
29,33,2021-08-06 16:28:20.872724,2021-08-06 08:28:38.100000,2021-8-6 8:28:20.099999908,1300,652,-10966,-1151,11045.499581277436,121,193,15,4,1.2847177873307503,103.81157841348819,38.076228937112226,1461,2448,15
29,33,2021-08-06 16:28:20.930250,2021-08-06 08:28:38.200000,2021-8-6 8:28:20.199999907,1300,619,-10980,-1134,11055.745881667144,153,245,15,4,1.284717448789999,103.81157805758059,38.07271758199491,1244,2107,15
29,33,2021-08-06 16:28:21.022413,2021-08-06 08:28:38.300000,2021-8-6 8:28:20.299999907,1300,556,-10973,-1176,11049.83443314876,144,232,15,4,1.2847169094187838,103.81157788097056,38.111286253821746,1434,2454,15
29,33,2021-08-06 16:28:21.115356,2021-08-06 08:28:38.400000,2021-8-6 8:28:20.399999908,1300,525,-10962,-1151,11034.757360268508,131,212,15,4,1.2847166341188436,103.81157788149982,38.11417488056765,1149,1987,15
29,33,2021-08-06 16:28:21.221638,2021-08-06 08:28:38.500000,2021-8-6 8:28:20.499999908,1300,483,-10951,-1130,11019.736385231727,144,235,15,4,1.284716292724312,103.81157792053538,38.120241787011174,1216,2127,15
29,33,2021-08-06 16:28:21.312505,2021-08-06 08:28:38.600000,2021-8-6 8:28:20.599999907,1300,436,-10927,-1149,10995.891323580821,129,211,15,4,1.2847158786403798,103.81157802767082,38.160258611231214,1197,2114,15
29,33,2021-08-06 16:28:21.413893,2021-08-06 08:28:38.700000,2021-8-6 8:28:20.699999906,1300,404,-10887,-1158,10955.863681152663,123,202,15,4,1.284715607343707,103.81157830827846,38.19185812697814,1121,1999,15
29,33,2021-08-06 16:28:21.539988,2021-08-06 08:28:38.800000,2021-8-6 8:28:20.799999906,1300,370,-10847,-1148,10913.854177145671,119,197,15,4,1.284715301772934,103.81157861154105,38.207478198445955,1074,1933,15
29,33,2021-08-06 16:28:21.617966,2021-08-06 08:28:38.900000,2021-8-6 8:28:20.899999908,1300,330,-10803,-1153,10869.366034870663,126,210,15,4,1.2847149292198026,103.81157897052454,38.240238047761906,1150,2087,15
29,33,2021-08-06 16:28:21.876862,2021-08-06 08:28:39.000000,2021-8-6 8:28:20.999999908,1300,301,-10742,-1158,10808.428609191995,127,213,15,4,1.2847146022703246,103.81157938113091,38.252312350175174,1211,2216,15
29,33,2021-08-06 16:28:21.894289,2021-08-06 08:28:39.100000,2021-8-6 8:28:21.099999907,1300,288,-10688,-1144,10752.907699780557,122,204,15,4,1.2847143786551218,103.81157963977904,38.23648490362895,1263,2328,15
29,33,2021-08-06 16:28:21.917986,2021-08-06 08:28:39.200000,2021-8-6 8:28:21.199999907,1300,273,-10627,-1146,10692.098671448932,119,201,15,4,1.2847141601013496,103.81157998081197,38.24032117689219,1165,2165,15
29,33,2021-08-06 16:28:22.026703,2021-08-06 08:28:39.300000,2021-8-6 8:28:21.299999907,1300,265,-10576,-1135,10640.029417252566,108,181,15,4,1.2847141094734944,103.8115805163337,38.22356344009329,1135,2135,15
29,33,2021-08-06 16:28:22.118533,2021-08-06 08:28:39.400000,2021-8-6 8:28:21.399999911,1300,268,-10503,-1137,10567.762393241059,105,181,15,4,1.2847141281207235,103.81158120091914,38.22082185323875,1158,2205,15
30,34,2021-08-06 16:28:22.222552,2021-08-06 08:28:39.500000,2021-8-6 8:28:21.499999911,1300,271,-10449,-1111,10511.392058143394,108,189,15,4,1.284714130446954,103.81158170576796,38.19665542388659,1040,2001,15
30,34,2021-08-06 16:28:22.316195,2021-08-06 08:28:39.600000,2021-8-6 8:28:21.599999910,1300,277,-10393,-1106,10455.353365620887,112,196,15,4,1.284714140868571,103.81158211764631,38.176707408329676,1025,1994,15
30,34,2021-08-06 16:28:22.415455,2021-08-06 08:28:39.700000,2021-8-6 8:28:21.699999910,1300,286,-10344,-1088,10404.992839978315,109,193,15,4,1.2847141765002572,103.81158241831875,38.14785357361289,978,1921,15
30,34,2021-08-06 16:28:22.594301,2021-08-06 08:28:39.800000,2021-8-6 8:28:21.799999908,1300,302,-10283,-1079,10343.864558278014,89,160,15,4,1.2847142796088244,103.81158283319573,38.149565874419956,972,1926,15
30,34,2021-08-06 16:28:22.622111,2021-08-06 08:28:39.900000,2021-8-6 8:28:21.899999907,1300,322,-10224,-1086,10286.557052775239,94,162,15,4,1.2847143876519898,103.8115831811293,38.17316962004172,1003,1991,15
30,34,2021-08-06 16:28:22.871512,2021-08-06 08:28:40.000000,2021-8-6 8:28:21.999999907,1300,342,-10175,-1075,10237.344089166878,231,304,15,4,1.284714542146129,103.81158352622518,38.17089085998956,1083,2103,15
30,34,2021-08-06 16:28:22.890468,2021-08-06 08:28:40.100000,2021-8-6 8:28:22.099999906,1300,364,-10119,-1079,10182.872777364943,224,290,15,4,1.284714683404072,103.8115838514557,38.19169826199107,1110,2111,15
30,34,2021-08-06 16:28:22.913582,2021-08-06 08:28:40.200000,2021-8-6 8:28:22.199999905,1300,388,-10064,-1073,10128.473182074384,226,289,15,4,1.2847148376621378,103.81158411289981,38.1998762943597,1078,2036,15
30,34,2021-08-06 16:28:23.067026,2021-08-06 08:28:40.300000,2021-8-6 8:28:22.299999904,1300,413,-10013,-1074,10078.89944388771,141,187,13,4,1.2847150121894075,103.81158445247299,38.22052844051908,1107,2071,15
30,34,2021-08-06 16:28:23.110042,2021-08-06 08:28:40.400000,2021-8-6 8:28:22.399999909,1300,444,-9971,-1077,10038.81995057188,144,191,12,4,1.2847152442676804,103.8115846654219,38.24536510806893,1143,2107,14
30,34,2021-08-06 16:28:23.221866,2021-08-06 08:28:40.500000,2021-8-6 8:28:22.499999908,1300,475,-9944,-1069,10012.568202014905,137,182,12,4,1.2847155111417699,103.81158488871843,38.277762183362114,1211,2201,14
30,34,2021-08-06 16:28:23.314853,2021-08-06 08:28:40.600000,2021-8-6 8:28:22.599999907,1300,519,-9909,-1063,9979.359247967777,182,241,12,4,1.2847158221347306,103.81158499444982,38.2941838508936,1337,2398,13
30,34,2021-08-06 16:28:23.416091,2021-08-06 08:28:40.700000,2021-8-6 8:28:22.699999906,1300,568,-9880,-1052,9952.071543151205,198,261,12,4,1.2847162356567348,103.81158526387277,38.338698409576374,1340,2372,13
30,34,2021-08-06 16:28:23.519913,2021-08-06 08:28:40.800000,2021-8-6 8:28:22.799999906,1300,614,-9853,-1067,9929.606940861255,164,216,12,4,1.2847166287842708,103.81158543294184,38.39232406271269,1355,2369,13
30,34,2021-08-06 16:28:23.615112,2021-08-06 08:28:40.900000,2021-8-6 8:28:22.899999905,1300,658,-9825,-1073,9905.297471555308,160,210,12,4,1.284716994627736,103.81158562454898,38.42320425069485,1306,2244,12
30,34,2021-08-06 16:28:23.850721,2021-08-06 08:28:41.000000,2021-8-6 8:28:22.999999905,1300,698,-9812,-1056,9893.315116784666,178,226,12,4,1.2847175096953376,103.81158596136713,38.431099050850484,1960,3325,12
30,34,2021-08-06 16:28:23.870707,2021-08-06 08:28:41.100000,2021-8-6 8:28:23.099999904,1300,756,-9784,-1071,9871.43520467009,215,272,12,4,1.2847180657461863,103.81158605534222,38.45649288832827,1719,2869,12
30,34,2021-08-06 16:28:23.911379,2021-08-06 08:28:41.200000,2021-8-6 8:28:23.199999904,1300,805,-9746,-1101,9840.972614533586,199,260,12,4,1.2847185577552913,103.81158624204777,38.47582454883453,1722,2831,12
30,34,2021-08-06 16:28:24.012275,2021-08-06 08:28:41.300000,2021-8-6 8:28:23.299999903,1300,850,-9722,-1080,9818.665082382635,246,318,13,4,1.2847189841671458,103.81158647841966,38.446228072870355,1908,3100,13
30,34,2021-08-06 16:28:24.075282,2021-08-06 08:28:41.400000,2021-8-6 8:28:23.399999905,1300,892,-9714,-1050,9811.216030645743,253,326,13,4,1.284719385080429,103.81158652310941,38.428270614266836,1952,3134,13
31,35,2021-08-06 16:28:24.213200,2021-08-06 08:28:41.500000,2021-8-6 8:28:23.499999905,1300,948,-9703,-1049,9805.47367545291,228,293,13,4,1.2847198941202995,103.81158655891734,38.45550257749311,2114,3359,13
31,35,2021-08-06 16:28:24.306784,2021-08-06 08:28:41.600000,2021-8-6 8:28:23.599999905,1300,999,-9693,-1058,9801.612826468918,223,295,12,4,1.2847203382114936,103.8115866162862,38.47780874705651,2152,3398,12
31,35,2021-08-06 16:28:24.407644,2021-08-06 08:28:41.700000,2021-8-6 8:28:23.699999904,1300,1044,-9676,-1061,9789.822929961501,189,271,11,4,1.2847207280638802,103.81158669797512,38.46602319170267,2060,3245,11
31,35,2021-08-06 16:28:24.605915,2021-08-06 08:28:41.800000,2021-8-6 8:28:23.799999902,1300,1091,-9650,-1059,9769.04611515372,212,304,12,4,1.2847212820253717,103.81158726805717,38.5443306643092,2108,3340,13
31,35,2021-08-06 16:28:24.613881,2021-08-06 08:28:41.900000,2021-8-6 8:28:23.899999903,1300,1146,-9615,-1068,9741.774222388856,204,292,12,4,1.284721902364102,103.81158783401155,38.6143743491058,2016,3211,13
31,35,2021-08-06 16:28:24.835793,2021-08-06 08:28:42.000000,2021-8-6 8:28:23.999999902,1300,1193,-9579,-1097,9715.137621258898,206,295,12,4,1.2847224097015655,103.81158827897025,38.68671898012423,1991,3197,13
31,35,2021-08-06 16:28:24.843372,2021-08-06 08:28:42.100000,2021-8-6 8:28:24.099999902,1300,1226,-9543,-1109,9685.13324637302,198,284,12,4,1.2847227658847913,103.81158864502933,38.73681408458839,1813,2935,13
31,35,2021-08-06 16:28:24.912525,2021-08-06 08:28:42.200000,2021-8-6 8:28:24.199999901,1300,1257,-9514,-1094,9658.834349961697,170,246,13,4,1.2847231069518488,103.81158904408882,38.76151508656533,1739,2838,13
31,35,2021-08-06 16:28:25.030626,2021-08-06 08:28:42.300000,2021-8-6 8:28:24.299999902,1300,1293,-9470,-1090,9619.815434819942,168,253,15,4,1.2847231744677365,103.81158861648815,38.734161826684534,2034,3397,15
31,35,2021-08-06 16:28:25.117930,2021-08-06 08:28:42.400000,2021-8-6 8:28:24.399999905,1300,1321,-9434,-1093,9588.53721899227,148,227,15,4,1.284723238305898,103.81158844276844,38.731536777581226,1803,3075,15
31,35,2021-08-06 16:28:25.225183,2021-08-06 08:28:42.500000,2021-8-6 8:28:24.499999905,1300,1349,-9382,-1109,9543.144450337111,126,197,15,4,1.2847233616492344,103.81158856127185,38.744935578638,1556,2686,15
31,35,2021-08-06 16:28:25.280543,2021-08-06 08:28:42.600000,2021-8-6 8:28:24.599999904,1300,1376,-9349,-1113,9515.03788747055,139,220,15,4,1.284723463691508,103.81158859841364,38.75175387402277,1535,2681,15
